Date,Natural Gas Consumption,Trend,Seasonal,Residual
2020-03-01,2725.503,2563.956958333333,279.3788792109929,-117.83283754432597
2020-04-01,2263.569,2564.0322916666664,-104.8217617464539,-195.64152992021258
2020-05-01,2076.671,2567.8345416666666,-299.91043506205676,-191.25310660461002
2020-06-01,2134.224,2573.066770833333,-355.9899465868794,-82.85282424645351
2020-07-01,2468.3,2577.9743958333333,-249.53404454787233,139.85964871453916
2020-08-01,2404.283,2583.159583333333,-236.62863364361704,57.752050310283835
2020-09-01,2156.948,2585.9556666666667,-371.28923337765957,-57.718433289007294
2020-10-01,2320.505,2587.506854166667,-253.63930474290777,-13.362549423759049
2020-11-01,2446.546,2588.5426666666667,-9.088791001773046,-132.90787566489385
2020-12-01,3188.152,2596.3551875,445.2590436613475,146.5377688386527
2021-01-01,3335.219,2593.7858749999996,719.5820263741134,21.85109862588706
2021-02-01,3095.717,2592.272708333333,436.682201462766,66.76209020390115
2021-03-01,2640.102,2593.9693541666666,279.3788792109929,-233.24623337765962
2021-04-01,2271.622,2598.3011874999997,-104.8217617464539,-221.857425753546
2021-05-01,2116.42,2602.063958333333,-299.91043506205676,-185.73352327127634
2021-06-01,2242.031,2606.9856041666662,-355.9899465868794,-8.964657579786888
2021-07-01,2417.59,2612.6176458333334,-249.53404454787233,54.506398714539046
2021-08-01,2436.266,2617.592541666667,-236.62863364361704,55.30209197695024
2021-09-01,2138.211,2620.946520833333,-371.28923337765957,-111.44628745567377
2021-10-01,2259.328,2623.7244791666662,-253.63930474290777,-110.7571744237585
2021-11-01,2684.978,2624.574083333333,-9.088791001773046,69.49270766844015
2021-12-01,3008.222,,445.2590436613475,
2022-01-01,3581.242,,719.5820263741134,
2022-02-01,3048.473,,436.682201462766,
2022-03-01,2778.166,,279.3788792109929,
2022-04-01,2355.125,,-104.8217617464539,
2022-05-01,2238.614,,-299.91043506205676,
2022-06-01,2315.407,,-355.9899465868794,
2022-07-01,2587.781,,-249.53404454787233,
2022-08-01,2564.224,,-236.62863364361704,
2022-09-01,2291.427,,-371.28923337765957,
2022-10-01,2360.47,,-253.63930474290777,
2022-11-01,2765.948,,-9.088791001773046,
2022-12-01,3374.924,,445.2590436613475,
2023-01-01,3301.717,,719.5820263741134,
2023-02-01,2947.444,,436.682201462766,
2023-03-01,3009.964,,279.3788792109929,
2023-04-01,2421.426,,-104.8217617464539,
2023-05-01,2315.75,,-299.91043506205676,
2023-06-01,2356.508,,-355.9899465868794,
2023-07-01,2665.518,,-249.53404454787233,
2023-08-01,2673.964,,-236.62863364361704,
2023-09-01,2368.111,,-371.28923337765957,
2023-10-01,2440.81,,-253.63930474290777,
2023-11-01,2825.009,,-9.088791001773046,
